control,ano,quantidade_kg
tintas,1970,10448228
tintas_alicante_bouschet,1970,0
tintas_ancelota,1970,0
tintas_aramon,1970,0
tintas_alfrocheiro,1970,0
tintas_arinarnoa,1970,0
tintas_aspirant_bouschet,1970,0
tintas_barbera,1970,4548313
tintas_bonarda,1970,1631610
tintas_cabernet_franc,1970,238837
tintas_cabernet_sauvignon,1970,0
tintas_caladoc,1970,0
tintas_campanario,1970,0
tintas_canaiolo,1970,596766
tintas_carignan,1970,0
tintas_carmenere,1970,1235
tintas_castelao,1970,0
tintas_corvina,1970,0
tintas_croatina,1970,0
tintas_cinsaut,1970,0
tintas_dom_felder,1970,0
tintas_dolcetto,1970,0
tintas_durif,1970,0
tintas_egiodola,1970,0
tintas_ekigaina,1970,0
tintas_festival_sugraone,1970,0
tintas_franconia,1970,0
tintas_freisa,1970,1661
tintas_gamay_st_romain,1970,0
tintas_gamay_beaujolais,1970,0
tintas_gra_noir,1970,0
tintas_grenache,1970,19753
tintas_jaen,1970,0
tintas_lagrein,1970,0
tintas_lambrusco,1970,2259
tintas_malbec,1970,4097
tintas_marzemina,1970,62546
tintas_merlot,1970,185596
tintas_marselan,1970,0
tintas_molinera,1970,0
tintas_montepulciano,1970,0
tintas_moscato_bailey,1970,0
tintas_napa_gamay,1970,0
tintas_nebbiolo,1970,0
tintas_petit_verdot,1970,0
tintas_petite_sirah,1970,0
tintas_pinotage,1970,0
tintas_pinot_noir,1970,0
tintas_pinot_saint_george,1970,0
tintas_piriquita,1970,0
tintas_rebo,1970,0
tintas_refosco,1970,0
tintas_roinella,1970,0
tintas_ruby_cabernet,1970,0
tintas_sangiovese,1970,27566
tintas_sira_falsa,1970,3127989
tintas_tannat,1970,0
tintas_tempranillo,1970,0
tintas_teroldego,1970,0
tintas_torrontes,1970,0
tintas_tinta_barroca,1970,0
tintas_touriga_francesa,1970,0
tintas_touriga_nacional,1970,0
tintas_tinta_madeira,1970,0
tintas_tintoria,1970,0
tintas_trincdeira,1970,0
tintas_trousseau,1970,0
tintas_zinfael,1970,0
tintas_outras1,1970,0
brancaserosadas,1970,18858541
brancaserosadas_aliatico,1970,0
brancaserosadas_aligote,1970,530
brancaserosadas_altesse,1970,0
brancaserosadas_alvarinho,1970,0
brancaserosadas_arriloba,1970,0
brancaserosadas_auxerrois,1970,0
brancaserosadas_burger,1970,0
brancaserosadas_chardonnay,1970,0
brancaserosadas_chasselas,1970,0
brancaserosadas_chenin_blanc,1970,0
brancaserosadas_clairette_1,1970,146617
brancaserosadas_colombard,1970,0
brancaserosadas_flora,1970,0
brancaserosadas_garganega,1970,0
brancaserosadas_gewurztraminer,1970,0
brancaserosadas_gouveio,1970,0
brancaserosadas_gros_manseng,1970,0
brancaserosadas_italia_pirovano_65_pe,1970,0
brancaserosadas_maccabeo,1970,0
brancaserosadas_malvasia,1970,878012
brancaserosadas_malvasia_amarela,1970,0
brancaserosadas_malvasia_bianca,1970,0
brancaserosadas_malvasia_chianti,1970,0
brancaserosadas_malvasia_verde,1970,0
brancaserosadas_malvasia_di_caia,1970,0
brancaserosadas_malvasia_istriana,1970,0
brancaserosadas_mistura_de_uvas_viniferas,1970,0
brancaserosadas_mistura_de_uvas_viniferas,1970,0
brancaserosadas_moscato_branco,1970,5772931
brancaserosadas_moscato_canelli,1970,0
brancaserosadas_moscato_giallo,1970,0
brancaserosadas_moscato_nazareno,1970,0
brancaserosadas_moscato_bianco_r2,1970,0
brancaserosadas_moscato_de_alexaria,1970,0
brancaserosadas_moscato_rosado,1970,0
brancaserosadas_muscat_a_petits_grains,1970,0
brancaserosadas_muller_thurgau,1970,0
brancaserosadas_muscadelle,1970,0
brancaserosadas_ora,1970,0
brancaserosadas_palomino,1970,0
brancaserosadas_petit_manseng,1970,0
brancaserosadas_peverella,1970,2084128
brancaserosadas_pinot_blanc,1970,4000
brancaserosadas_pinot_gris,1970,0
brancaserosadas_prosecco,1970,0
brancaserosadas_red_veltliner,1970,0
brancaserosadas_riesling_italico,1970,413149
brancaserosadas_riesling_renano,1970,0
brancaserosadas_sauvignon_blanc_2,1970,2819
brancaserosadas_sauvignon_gris,1970,0
brancaserosadas_seara_nova,1970,0
brancaserosadas_semillon,1970,1916
brancaserosadas_schonburger,1970,0
brancaserosadas_sylvaner,1970,0
brancaserosadas_tocai_friulano,1970,0
brancaserosadas_trebbiano,1970,7277270
brancaserosadas_trebbiano_toscano,1970,0
brancaserosadas_verdea,1970,0
brancaserosadas_verdelho,1970,0
brancaserosadas_verdiso,1970,7950
brancaserosadas_vermentino,1970,20461
brancaserosadas_vernaccia,1970,122467
brancaserosadas_viognier,1970,0
brancaserosadas_outras_3,1970,2126291
tintas,1971,11012833
tintas_alicante_bouschet,1971,0
tintas_ancelota,1971,0
tintas_aramon,1971,0
tintas_alfrocheiro,1971,0
tintas_arinarnoa,1971,0
tintas_aspirant_bouschet,1971,0
tintas_barbera,1971,3971627
tintas_bonarda,1971,1868929
tintas_cabernet_franc,1971,324924
tintas_cabernet_sauvignon,1971,0
tintas_caladoc,1971,0
tintas_campanario,1971,0
tintas_canaiolo,1971,607921
tintas_carignan,1971,11796
tintas_carmenere,1971,18288
tintas_castelao,1971,0
tintas_corvina,1971,0
tintas_croatina,1971,0
tintas_cinsaut,1971,0
tintas_dom_felder,1971,0
tintas_dolcetto,1971,0
tintas_durif,1971,0
tintas_egiodola,1971,0
tintas_ekigaina,1971,0
tintas_festival_sugraone,1971,0
tintas_franconia,1971,0
tintas_freisa,1971,1519
tintas_gamay_st_romain,1971,0
tintas_gamay_beaujolais,1971,0
tintas_gra_noir,1971,930
tintas_grenache,1971,22418
tintas_jaen,1971,0
tintas_lagrein,1971,0
tintas_lambrusco,1971,2670
tintas_malbec,1971,4884
tintas_marzemina,1971,66569
tintas_merlot,1971,164533
tintas_marselan,1971,0
tintas_molinera,1971,0
tintas_montepulciano,1971,0
tintas_moscato_bailey,1971,0
tintas_napa_gamay,1971,0
tintas_nebbiolo,1971,0
tintas_petit_verdot,1971,0
tintas_petite_sirah,1971,0
tintas_pinotage,1971,0
tintas_pinot_noir,1971,0
tintas_pinot_saint_george,1971,0
tintas_piriquita,1971,0
tintas_rebo,1971,0
tintas_refosco,1971,0
tintas_roinella,1971,0
tintas_ruby_cabernet,1971,0
tintas_sangiovese,1971,59316
tintas_sira_falsa,1971,3886509
tintas_tannat,1971,0
tintas_tempranillo,1971,0
tintas_teroldego,1971,0
tintas_torrontes,1971,0
tintas_tinta_barroca,1971,0
tintas_touriga_francesa,1971,0
tintas_touriga_nacional,1971,0
tintas_tinta_madeira,1971,0
tintas_tintoria,1971,0
tintas_trincdeira,1971,0
tintas_trousseau,1971,0
tintas_zinfael,1971,0
tintas_outras1,1971,0
brancaserosadas,1971,22168237
brancaserosadas_aliatico,1971,0
brancaserosadas_aligote,1971,1000
brancaserosadas_altesse,1971,0
brancaserosadas_alvarinho,1971,0
brancaserosadas_arriloba,1971,0
brancaserosadas_auxerrois,1971,0
brancaserosadas_burger,1971,0
brancaserosadas_chardonnay,1971,0
brancaserosadas_chasselas,1971,0
brancaserosadas_chenin_blanc,1971,0
brancaserosadas_clairette_1,1971,116887
brancaserosadas_colombard,1971,0
brancaserosadas_flora,1971,0
brancaserosadas_garganega,1971,0
brancaserosadas_gewurztraminer,1971,0
brancaserosadas_gouveio,1971,0
brancaserosadas_gros_manseng,1971,0
brancaserosadas_italia_pirovano_65_pe,1971,0
brancaserosadas_maccabeo,1971,0
brancaserosadas_malvasia,1971,611457
brancaserosadas_malvasia_amarela,1971,0
brancaserosadas_malvasia_bianca,1971,0
brancaserosadas_malvasia_chianti,1971,0
brancaserosadas_malvasia_verde,1971,0
brancaserosadas_malvasia_di_caia,1971,0
brancaserosadas_malvasia_istriana,1971,0
brancaserosadas_mistura_de_uvas_viniferas,1971,0
brancaserosadas_mistura_de_uvas_viniferas,1971,0
brancaserosadas_moscato_branco,1971,5334475
brancaserosadas_moscato_canelli,1971,0
brancaserosadas_moscato_giallo,1971,0
brancaserosadas_moscato_nazareno,1971,0
brancaserosadas_moscato_bianco_r2,1971,0
brancaserosadas_moscato_de_alexaria,1971,0
brancaserosadas_moscato_rosado,1971,0
brancaserosadas_muscat_a_petits_grains,1971,0
brancaserosadas_muller_thurgau,1971,0
brancaserosadas_muscadelle,1971,0
brancaserosadas_ora,1971,0
brancaserosadas_palomino,1971,0
brancaserosadas_petit_manseng,1971,0
brancaserosadas_peverella,1971,2117931
brancaserosadas_pinot_blanc,1971,0
brancaserosadas_pinot_gris,1971,0
brancaserosadas_prosecco,1971,0
brancaserosadas_red_veltliner,1971,0
brancaserosadas_riesling_italico,1971,404159
brancaserosadas_riesling_renano,1971,0
brancaserosadas_sauvignon_blanc_2,1971,5492
brancaserosadas_sauvignon_gris,1971,0
brancaserosadas_seara_nova,1971,0
brancaserosadas_semillon,1971,0
brancaserosadas_schonburger,1971,0
brancaserosadas_sylvaner,1971,0
brancaserosadas_tocai_friulano,1971,0
brancaserosadas_trebbiano,1971,12225175
brancaserosadas_trebbiano_toscano,1971,0
brancaserosadas_verdea,1971,6184
brancaserosadas_verdelho,1971,0
brancaserosadas_verdiso,1971,770
brancaserosadas_vermentino,1971,6097
brancaserosadas_vernaccia,1971,190297
brancaserosadas_viognier,1971,0
brancaserosadas_outras_3,1971,1148313
tintas,1972,10798824
tintas_alicante_bouschet,1972,0
tintas_ancelota,1972,0
tintas_aramon,1972,0
tintas_alfrocheiro,1972,0
tintas_arinarnoa,1972,0
tintas_aspirant_bouschet,1972,0
tintas_barbera,1972,4035482
tintas_bonarda,1972,1875069
tintas_cabernet_franc,1972,572871
tintas_cabernet_sauvignon,1972,0
tintas_caladoc,1972,0
tintas_campanario,1972,0
tintas_canaiolo,1972,552841
tintas_carignan,1972,7537
tintas_carmenere,1972,22154
tintas_castelao,1972,0
tintas_corvina,1972,0
tintas_croatina,1972,0
tintas_cinsaut,1972,0
tintas_dom_felder,1972,0
tintas_dolcetto,1972,0
tintas_durif,1972,0
tintas_egiodola,1972,0
tintas_ekigaina,1972,0
tintas_festival_sugraone,1972,0
tintas_franconia,1972,0
tintas_freisa,1972,1005
tintas_gamay_st_romain,1972,189
tintas_gamay_beaujolais,1972,0
tintas_gra_noir,1972,603
tintas_grenache,1972,18488
tintas_jaen,1972,0
tintas_lagrein,1972,0
tintas_lambrusco,1972,100
tintas_malbec,1972,0
tintas_marzemina,1972,138699
tintas_merlot,1972,198870
tintas_marselan,1972,0
tintas_molinera,1972,0
tintas_montepulciano,1972,0
tintas_moscato_bailey,1972,0
tintas_napa_gamay,1972,0
tintas_nebbiolo,1972,0
tintas_petit_verdot,1972,0
tintas_petite_sirah,1972,0
tintas_pinotage,1972,0
tintas_pinot_noir,1972,13440
tintas_pinot_saint_george,1972,0
tintas_piriquita,1972,0
tintas_rebo,1972,0
tintas_refosco,1972,0
tintas_roinella,1972,0
tintas_ruby_cabernet,1972,0
tintas_sangiovese,1972,62175
tintas_sira_falsa,1972,3299301
tintas_tannat,1972,0
tintas_tempranillo,1972,0
tintas_teroldego,1972,0
tintas_torrontes,1972,0
tintas_tinta_barroca,1972,0
tintas_touriga_francesa,1972,0
tintas_touriga_nacional,1972,0
tintas_tinta_madeira,1972,0
tintas_tintoria,1972,0
tintas_trincdeira,1972,0
tintas_trousseau,1972,0
tintas_zinfael,1972,0
tintas_outras1,1972,0
brancaserosadas,1972,18073470
brancaserosadas_aliatico,1972,0
brancaserosadas_aligote,1972,1969
brancaserosadas_altesse,1972,0
brancaserosadas_alvarinho,1972,0
brancaserosadas_arriloba,1972,0
brancaserosadas_auxerrois,1972,0
brancaserosadas_burger,1972,0
brancaserosadas_chardonnay,1972,0
brancaserosadas_chasselas,1972,13255
brancaserosadas_chenin_blanc,1972,0
brancaserosadas_clairette_1,1972,120166
brancaserosadas_colombard,1972,0
brancaserosadas_flora,1972,0
brancaserosadas_garganega,1972,0
brancaserosadas_gewurztraminer,1972,0
brancaserosadas_gouveio,1972,0
brancaserosadas_gros_manseng,1972,0
brancaserosadas_italia_pirovano_65_pe,1972,0
brancaserosadas_maccabeo,1972,0
brancaserosadas_malvasia,1972,763732
brancaserosadas_malvasia_amarela,1972,0
brancaserosadas_malvasia_bianca,1972,0
brancaserosadas_malvasia_chianti,1972,0
brancaserosadas_malvasia_verde,1972,0
brancaserosadas_malvasia_di_caia,1972,0
brancaserosadas_malvasia_istriana,1972,0
brancaserosadas_mistura_de_uvas_viniferas,1972,0
brancaserosadas_mistura_de_uvas_viniferas,1972,0
brancaserosadas_moscato_branco,1972,5378768
brancaserosadas_moscato_canelli,1972,0
brancaserosadas_moscato_giallo,1972,0
brancaserosadas_moscato_nazareno,1972,0
brancaserosadas_moscato_bianco_r2,1972,0
brancaserosadas_moscato_de_alexaria,1972,0
brancaserosadas_moscato_rosado,1972,0
brancaserosadas_muscat_a_petits_grains,1972,0
brancaserosadas_muller_thurgau,1972,0
brancaserosadas_muscadelle,1972,0
brancaserosadas_ora,1972,0
brancaserosadas_palomino,1972,0
brancaserosadas_petit_manseng,1972,0
brancaserosadas_peverella,1972,1087692
brancaserosadas_pinot_blanc,1972,0
brancaserosadas_pinot_gris,1972,0
brancaserosadas_prosecco,1972,0
brancaserosadas_red_veltliner,1972,0
brancaserosadas_riesling_italico,1972,304688
brancaserosadas_riesling_renano,1972,0
brancaserosadas_sauvignon_blanc_2,1972,49244
brancaserosadas_sauvignon_gris,1972,0
brancaserosadas_seara_nova,1972,0
brancaserosadas_semillon,1972,5172
brancaserosadas_schonburger,1972,0
brancaserosadas_sylvaner,1972,0
brancaserosadas_tocai_friulano,1972,0
brancaserosadas_trebbiano,1972,9579813
brancaserosadas_trebbiano_toscano,1972,0
brancaserosadas_verdea,1972,0
brancaserosadas_verdelho,1972,0
brancaserosadas_verdiso,1972,0
brancaserosadas_vermentino,1972,8945
brancaserosadas_vernaccia,1972,111691
brancaserosadas_viognier,1972,0
brancaserosadas_outras_3,1972,648335
tintas,1973,8213674
tintas_alicante_bouschet,1973,0
tintas_ancelota,1973,0
tintas_aramon,1973,0
tintas_alfrocheiro,1973,0
tintas_arinarnoa,1973,0
tintas_aspirant_bouschet,1973,0
tintas_barbera,1973,3152247
tintas_bonarda,1973,885582
tintas_cabernet_franc,1973,1360672
tintas_cabernet_sauvignon,1973,0
tintas_caladoc,1973,0
tintas_campanario,1973,0
tintas_canaiolo,1973,257854
tintas_carignan,1973,5693
tintas_carmenere,1973,4150
tintas_castelao,1973,0
tintas_corvina,1973,0
tintas_croatina,1973,0
tintas_cinsaut,1973,0
tintas_dom_felder,1973,0
tintas_dolcetto,1973,0
tintas_durif,1973,0
tintas_egiodola,1973,0
tintas_ekigaina,1973,0
tintas_festival_sugraone,1973,0
tintas_franconia,1973,0
tintas_freisa,1973,0
tintas_gamay_st_romain,1973,0
tintas_gamay_beaujolais,1973,0
tintas_gra_noir,1973,0
tintas_grenache,1973,4924
tintas_jaen,1973,0
tintas_lagrein,1973,0
tintas_lambrusco,1973,0
tintas_malbec,1973,200
tintas_marzemina,1973,49930
tintas_merlot,1973,263765
tintas_marselan,1973,0
tintas_molinera,1973,0
tintas_montepulciano,1973,0
tintas_moscato_bailey,1973,0
tintas_napa_gamay,1973,0
tintas_nebbiolo,1973,0
tintas_petit_verdot,1973,0
tintas_petite_sirah,1973,0
tintas_pinotage,1973,0
tintas_pinot_noir,1973,10433
tintas_pinot_saint_george,1973,0
tintas_piriquita,1973,0
tintas_rebo,1973,0
tintas_refosco,1973,0
tintas_roinella,1973,0
tintas_ruby_cabernet,1973,0
tintas_sangiovese,1973,38315
tintas_sira_falsa,1973,2179909
tintas_tannat,1973,0
tintas_tempranillo,1973,0
tintas_teroldego,1973,0
tintas_torrontes,1973,0
tintas_tinta_barroca,1973,0
tintas_touriga_francesa,1973,0
tintas_touriga_nacional,1973,0
tintas_tinta_madeira,1973,0
tintas_tintoria,1973,0
tintas_trincdeira,1973,0
tintas_trousseau,1973,0
tintas_zinfael,1973,0
tintas_outras1,1973,0
brancaserosadas,1973,12213901
brancaserosadas_aliatico,1973,0
brancaserosadas_aligote,1973,0
brancaserosadas_altesse,1973,0
brancaserosadas_alvarinho,1973,0
brancaserosadas_arriloba,1973,0
brancaserosadas_auxerrois,1973,0
brancaserosadas_burger,1973,0
brancaserosadas_chardonnay,1973,0
brancaserosadas_chasselas,1973,0
brancaserosadas_chenin_blanc,1973,0
brancaserosadas_clairette_1,1973,94006
brancaserosadas_colombard,1973,0
brancaserosadas_flora,1973,0
brancaserosadas_garganega,1973,0
brancaserosadas_gewurztraminer,1973,0
brancaserosadas_gouveio,1973,0
brancaserosadas_gros_manseng,1973,0
brancaserosadas_italia_pirovano_65_pe,1973,0
brancaserosadas_maccabeo,1973,0
brancaserosadas_malvasia,1973,645868
brancaserosadas_malvasia_amarela,1973,0
brancaserosadas_malvasia_bianca,1973,0
brancaserosadas_malvasia_chianti,1973,0
brancaserosadas_malvasia_verde,1973,0
brancaserosadas_malvasia_di_caia,1973,0
brancaserosadas_malvasia_istriana,1973,0
brancaserosadas_mistura_de_uvas_viniferas,1973,0
brancaserosadas_mistura_de_uvas_viniferas,1973,0
brancaserosadas_moscato_branco,1973,3490996
brancaserosadas_moscato_canelli,1973,0
brancaserosadas_moscato_giallo,1973,0
brancaserosadas_moscato_nazareno,1973,0
brancaserosadas_moscato_bianco_r2,1973,0
brancaserosadas_moscato_de_alexaria,1973,0
brancaserosadas_moscato_rosado,1973,0
brancaserosadas_muscat_a_petits_grains,1973,0
brancaserosadas_muller_thurgau,1973,0
brancaserosadas_muscadelle,1973,0
brancaserosadas_ora,1973,0
brancaserosadas_palomino,1973,0
brancaserosadas_petit_manseng,1973,0
brancaserosadas_peverella,1973,1416283
brancaserosadas_pinot_blanc,1973,0
brancaserosadas_pinot_gris,1973,0
brancaserosadas_prosecco,1973,0
brancaserosadas_red_veltliner,1973,0
brancaserosadas_riesling_italico,1973,402329
brancaserosadas_riesling_renano,1973,0
brancaserosadas_sauvignon_blanc_2,1973,12886
brancaserosadas_sauvignon_gris,1973,0
brancaserosadas_seara_nova,1973,0
brancaserosadas_semillon,1973,20447
brancaserosadas_schonburger,1973,0
brancaserosadas_sylvaner,1973,0
brancaserosadas_tocai_friulano,1973,0
brancaserosadas_trebbiano,1973,5722394
brancaserosadas_trebbiano_toscano,1973,0
brancaserosadas_verdea,1973,1864
brancaserosadas_verdelho,1973,0
brancaserosadas_verdiso,1973,0
brancaserosadas_vermentino,1973,6153
brancaserosadas_vernaccia,1973,65995
brancaserosadas_viognier,1973,0
brancaserosadas_outras_3,1973,334680
tintas,1974,17457849
tintas_alicante_bouschet,1974,0
tintas_ancelota,1974,0
tintas_aramon,1974,0
tintas_alfrocheiro,1974,0
tintas_arinarnoa,1974,0
tintas_aspirant_bouschet,1974,0
tintas_barbera,1974,8334170
tintas_bonarda,1974,1888558
tintas_cabernet_franc,1974,2909343
tintas_cabernet_sauvignon,1974,0
tintas_caladoc,1974,0
tintas_campanario,1974,0
tintas_canaiolo,1974,372657
tintas_carignan,1974,4535
tintas_carmenere,1974,33114
tintas_castelao,1974,0
tintas_corvina,1974,0
tintas_croatina,1974,0
tintas_cinsaut,1974,0
tintas_dom_felder,1974,0
tintas_dolcetto,1974,0
tintas_durif,1974,0
tintas_egiodola,1974,0
tintas_ekigaina,1974,0
tintas_festival_sugraone,1974,0
tintas_franconia,1974,0
tintas_freisa,1974,713
tintas_gamay_st_romain,1974,0
tintas_gamay_beaujolais,1974,0
tintas_gra_noir,1974,0
tintas_grenache,1974,19945
tintas_jaen,1974,0
tintas_lagrein,1974,0
tintas_lambrusco,1974,0
tintas_malbec,1974,6167
tintas_marzemina,1974,136790
tintas_merlot,1974,1050036
tintas_marselan,1974,0
tintas_molinera,1974,0
tintas_montepulciano,1974,0
tintas_moscato_bailey,1974,0
tintas_napa_gamay,1974,0
tintas_nebbiolo,1974,0
tintas_petit_verdot,1974,0
tintas_petite_sirah,1974,0
tintas_pinotage,1974,0
tintas_pinot_noir,1974,18178
tintas_pinot_saint_george,1974,0
tintas_piriquita,1974,0
tintas_rebo,1974,0
tintas_refosco,1974,0
tintas_roinella,1974,0
tintas_ruby_cabernet,1974,0
tintas_sangiovese,1974,59834
tintas_sira_falsa,1974,2623809
tintas_tannat,1974,0
tintas_tempranillo,1974,0
tintas_teroldego,1974,0
tintas_torrontes,1974,0
tintas_tinta_barroca,1974,0
tintas_touriga_francesa,1974,0
tintas_touriga_nacional,1974,0
tintas_tinta_madeira,1974,0
tintas_tintoria,1974,0
tintas_trincdeira,1974,0
tintas_trousseau,1974,0
tintas_zinfael,1974,0
tintas_outras1,1974,0
brancaserosadas,1974,25625874
brancaserosadas_aliatico,1974,0
brancaserosadas_aligote,1974,618
brancaserosadas_altesse,1974,0
brancaserosadas_alvarinho,1974,0
brancaserosadas_arriloba,1974,0
brancaserosadas_auxerrois,1974,0
brancaserosadas_burger,1974,0
brancaserosadas_chardonnay,1974,0
brancaserosadas_chasselas,1974,0
brancaserosadas_chenin_blanc,1974,0
brancaserosadas_clairette_1,1974,116154
brancaserosadas_colombard,1974,0
brancaserosadas_flora,1974,0
brancaserosadas_garganega,1974,0
brancaserosadas_gewurztraminer,1974,0
brancaserosadas_gouveio,1974,0
brancaserosadas_gros_manseng,1974,0
brancaserosadas_italia_pirovano_65_pe,1974,0
brancaserosadas_maccabeo,1974,0
brancaserosadas_malvasia,1974,795847
brancaserosadas_malvasia_amarela,1974,0
brancaserosadas_malvasia_bianca,1974,0
brancaserosadas_malvasia_chianti,1974,0
brancaserosadas_malvasia_verde,1974,0
brancaserosadas_malvasia_di_caia,1974,0
brancaserosadas_malvasia_istriana,1974,0
brancaserosadas_mistura_de_uvas_viniferas,1974,0
brancaserosadas_mistura_de_uvas_viniferas,1974,0
brancaserosadas_moscato_branco,1974,10348989
brancaserosadas_moscato_canelli,1974,0
brancaserosadas_moscato_giallo,1974,0
brancaserosadas_moscato_nazareno,1974,0
brancaserosadas_moscato_bianco_r2,1974,0
brancaserosadas_moscato_de_alexaria,1974,0
brancaserosadas_moscato_rosado,1974,0
brancaserosadas_muscat_a_petits_grains,1974,0
brancaserosadas_muller_thurgau,1974,0
brancaserosadas_muscadelle,1974,0
brancaserosadas_ora,1974,0
brancaserosadas_palomino,1974,0
brancaserosadas_petit_manseng,1974,0
brancaserosadas_peverella,1974,1596138
brancaserosadas_pinot_blanc,1974,0
brancaserosadas_pinot_gris,1974,0
brancaserosadas_prosecco,1974,0
brancaserosadas_red_veltliner,1974,0
brancaserosadas_riesling_italico,1974,1413722
brancaserosadas_riesling_renano,1974,0
brancaserosadas_sauvignon_blanc_2,1974,71812
brancaserosadas_sauvignon_gris,1974,0
brancaserosadas_seara_nova,1974,0
brancaserosadas_semillon,1974,91675
brancaserosadas_schonburger,1974,0
brancaserosadas_sylvaner,1974,0
brancaserosadas_tocai_friulano,1974,0
brancaserosadas_trebbiano,1974,10863544
brancaserosadas_trebbiano_toscano,1974,0
brancaserosadas_verdea,1974,3216
brancaserosadas_verdelho,1974,0
brancaserosadas_verdiso,1974,0
brancaserosadas_vermentino,1974,8954
brancaserosadas_vernaccia,1974,114553
brancaserosadas_viognier,1974,0
brancaserosadas_outras_3,1974,200652
tintas,1975,22593885
tintas_alicante_bouschet,1975,0
tintas_ancelota,1975,0
tintas_aramon,1975,0
tintas_alfrocheiro,1975,0
tintas_arinarnoa,1975,0
tintas_aspirant_bouschet,1975,0
tintas_barbera,1975,9017873
tintas_bonarda,1975,2564146
tintas_cabernet_franc,1975,4262538
tintas_cabernet_sauvignon,1975,0
tintas_caladoc,1975,0
tintas_campanario,1975,0
tintas_canaiolo,1975,730961
tintas_carignan,1975,0
tintas_carmenere,1975,54120
tintas_castelao,1975,0
tintas_corvina,1975,0
tintas_croatina,1975,0
tintas_cinsaut,1975,0
tintas_dom_felder,1975,0
tintas_dolcetto,1975,0
tintas_durif,1975,0
tintas_egiodola,1975,0
tintas_ekigaina,1975,0
tintas_festival_sugraone,1975,0
tintas_franconia,1975,0
tintas_freisa,1975,1713
tintas_gamay_st_romain,1975,3498
tintas_gamay_beaujolais,1975,0
tintas_gra_noir,1975,3056
tintas_grenache,1975,30867
tintas_jaen,1975,0
tintas_lagrein,1975,0
tintas_lambrusco,1975,0
tintas_malbec,1975,2012
tintas_marzemina,1975,132188
tintas_merlot,1975,1409406
tintas_marselan,1975,0
tintas_molinera,1975,0
tintas_montepulciano,1975,0
tintas_moscato_bailey,1975,0
tintas_napa_gamay,1975,0
tintas_nebbiolo,1975,0
tintas_petit_verdot,1975,0
tintas_petite_sirah,1975,0
tintas_pinotage,1975,0
tintas_pinot_noir,1975,14724
tintas_pinot_saint_george,1975,0
tintas_piriquita,1975,0
tintas_rebo,1975,0
tintas_refosco,1975,0
tintas_roinella,1975,0
tintas_ruby_cabernet,1975,0
tintas_sangiovese,1975,63279
tintas_sira_falsa,1975,4303504
tintas_tannat,1975,0
tintas_tempranillo,1975,0
tintas_teroldego,1975,0
tintas_torrontes,1975,0
tintas_tinta_barroca,1975,0
tintas_touriga_francesa,1975,0
tintas_touriga_nacional,1975,0
tintas_tinta_madeira,1975,0
tintas_tintoria,1975,0
tintas_trincdeira,1975,0
tintas_trousseau,1975,0
tintas_zinfael,1975,0
tintas_outras1,1975,0
brancaserosadas,1975,29361700
brancaserosadas_aliatico,1975,0
brancaserosadas_aligote,1975,5009
brancaserosadas_altesse,1975,0
brancaserosadas_alvarinho,1975,0
brancaserosadas_arriloba,1975,0
brancaserosadas_auxerrois,1975,0
brancaserosadas_burger,1975,0
brancaserosadas_chardonnay,1975,0
brancaserosadas_chasselas,1975,0
brancaserosadas_chenin_blanc,1975,0
brancaserosadas_clairette_1,1975,139266
brancaserosadas_colombard,1975,0
brancaserosadas_flora,1975,0
brancaserosadas_garganega,1975,0
brancaserosadas_gewurztraminer,1975,0
brancaserosadas_gouveio,1975,0
brancaserosadas_gros_manseng,1975,0
brancaserosadas_italia_pirovano_65_pe,1975,0
brancaserosadas_maccabeo,1975,0
brancaserosadas_malvasia,1975,1405733
brancaserosadas_malvasia_amarela,1975,0
brancaserosadas_malvasia_bianca,1975,0
brancaserosadas_malvasia_chianti,1975,0
brancaserosadas_malvasia_verde,1975,0
brancaserosadas_malvasia_di_caia,1975,0
brancaserosadas_malvasia_istriana,1975,0
brancaserosadas_mistura_de_uvas_viniferas,1975,0
brancaserosadas_mistura_de_uvas_viniferas,1975,0
brancaserosadas_moscato_branco,1975,8716599
brancaserosadas_moscato_canelli,1975,0
brancaserosadas_moscato_giallo,1975,0
brancaserosadas_moscato_nazareno,1975,0
brancaserosadas_moscato_bianco_r2,1975,0
brancaserosadas_moscato_de_alexaria,1975,0
brancaserosadas_moscato_rosado,1975,0
brancaserosadas_muscat_a_petits_grains,1975,0
brancaserosadas_muller_thurgau,1975,0
brancaserosadas_muscadelle,1975,0
brancaserosadas_ora,1975,0
brancaserosadas_palomino,1975,715
brancaserosadas_petit_manseng,1975,0
brancaserosadas_peverella,1975,2648598
brancaserosadas_pinot_blanc,1975,479
brancaserosadas_pinot_gris,1975,0
brancaserosadas_prosecco,1975,0
brancaserosadas_red_veltliner,1975,0
brancaserosadas_riesling_italico,1975,1549553
brancaserosadas_riesling_renano,1975,0
brancaserosadas_sauvignon_blanc_2,1975,43487
brancaserosadas_sauvignon_gris,1975,0
brancaserosadas_seara_nova,1975,0
brancaserosadas_semillon,1975,99569
brancaserosadas_schonburger,1975,0
brancaserosadas_sylvaner,1975,0
brancaserosadas_tocai_friulano,1975,0
brancaserosadas_trebbiano,1975,14335368
brancaserosadas_trebbiano_toscano,1975,0
brancaserosadas_verdea,1975,4264
brancaserosadas_verdelho,1975,0
