control,ano,quantidade_kg
tintas_marzemina,1981,108290
tintas_merlot,1981,4618249
tintas_marselan,1981,0
tintas_molinera,1981,0
tintas_montepulciano,1981,0
tintas_moscato_bailey,1981,0
tintas_napa_gamay,1981,0
tintas_nebbiolo,1981,0
tintas_petit_verdot,1981,0
tintas_petite_sirah,1981,0
tintas_pinotage,1981,0
tintas_pinot_noir,1981,7076
tintas_pinot_saint_george,1981,0
tintas_piriquita,1981,0
tintas_rebo,1981,0
tintas_refosco,1981,0
tintas_roinella,1981,0
tintas_ruby_cabernet,1981,0
tintas_sangiovese,1981,162563
tintas_sira_falsa,1981,2015864
tintas_tannat,1981,0
tintas_tempranillo,1981,0
tintas_teroldego,1981,0
tintas_torrontes,1981,0
tintas_tinta_barroca,1981,0
tintas_touriga_francesa,1981,0
tintas_touriga_nacional,1981,0
tintas_tinta_madeira,1981,0
tintas_tintoria,1981,0
tintas_trincdeira,1981,0
tintas_trousseau,1981,0
tintas_zinfael,1981,0
tintas_outras1,1981,0
brancaserosadas,1981,39473039
brancaserosadas_aliatico,1981,0
brancaserosadas_aligote,1981,482
brancaserosadas_altesse,1981,5430
brancaserosadas_alvarinho,1981,0
brancaserosadas_arriloba,1981,0
brancaserosadas_auxerrois,1981,0
brancaserosadas_burger,1981,0
brancaserosadas_chardonnay,1981,766
brancaserosadas_chasselas,1981,18384
brancaserosadas_chenin_blanc,1981,0
brancaserosadas_clairette_1,1981,52133
brancaserosadas_colombard,1981,0
brancaserosadas_flora,1981,0
brancaserosadas_garganega,1981,0
brancaserosadas_gewurztraminer,1981,1008
brancaserosadas_gouveio,1981,0
brancaserosadas_gros_manseng,1981,0
brancaserosadas_italia_pirovano_65_pe,1981,0
brancaserosadas_maccabeo,1981,0
brancaserosadas_malvasia,1981,1614552
brancaserosadas_malvasia_amarela,1981,0
brancaserosadas_malvasia_bianca,1981,0
brancaserosadas_malvasia_chianti,1981,0
brancaserosadas_malvasia_verde,1981,0
brancaserosadas_malvasia_di_caia,1981,0
brancaserosadas_malvasia_istriana,1981,0
brancaserosadas_mistura_de_uvas_viniferas,1981,0
brancaserosadas_mistura_de_uvas_viniferas,1981,0
brancaserosadas_moscato_branco,1981,12114399
brancaserosadas_moscato_canelli,1981,0
brancaserosadas_moscato_giallo,1981,0
brancaserosadas_moscato_nazareno,1981,0
brancaserosadas_moscato_bianco_r2,1981,0
brancaserosadas_moscato_de_alexaria,1981,0
brancaserosadas_moscato_rosado,1981,0
brancaserosadas_muscat_a_petits_grains,1981,0
brancaserosadas_muller_thurgau,1981,0
brancaserosadas_muscadelle,1981,0
brancaserosadas_ora,1981,0
brancaserosadas_palomino,1981,5329
brancaserosadas_petit_manseng,1981,0
brancaserosadas_peverella,1981,1508861
brancaserosadas_pinot_blanc,1981,572
brancaserosadas_pinot_gris,1981,0
brancaserosadas_prosecco,1981,0
brancaserosadas_red_veltliner,1981,1156
brancaserosadas_riesling_italico,1981,3447930
brancaserosadas_riesling_renano,1981,0
brancaserosadas_sauvignon_blanc_2,1981,880228
brancaserosadas_sauvignon_gris,1981,0
brancaserosadas_seara_nova,1981,0
brancaserosadas_semillon,1981,1547289
brancaserosadas_schonburger,1981,0
brancaserosadas_sylvaner,1981,11068
brancaserosadas_tocai_friulano,1981,0
brancaserosadas_trebbiano,1981,17883890
brancaserosadas_trebbiano_toscano,1981,0
brancaserosadas_verdea,1981,0
brancaserosadas_verdelho,1981,0
brancaserosadas_verdiso,1981,10279
brancaserosadas_vermentino,1981,2487
brancaserosadas_vernaccia,1981,366796
brancaserosadas_viognier,1981,0
brancaserosadas_outras_3,1981,0
tintas,1982,31912172
tintas_alicante_bouschet,1982,0
tintas_ancelota,1982,0
tintas_aramon,1982,0
tintas_alfrocheiro,1982,0
tintas_arinarnoa,1982,0
tintas_aspirant_bouschet,1982,0
tintas_barbera,1982,11552200
tintas_bonarda,1982,2210953
tintas_cabernet_franc,1982,8730177
tintas_cabernet_sauvignon,1982,0
tintas_caladoc,1982,0
tintas_campanario,1982,0
tintas_canaiolo,1982,812569
tintas_carignan,1982,406
tintas_carmenere,1982,102813
tintas_castelao,1982,0
tintas_corvina,1982,0
tintas_croatina,1982,0
tintas_cinsaut,1982,6229
tintas_dom_felder,1982,0
tintas_dolcetto,1982,0
tintas_durif,1982,7496
tintas_egiodola,1982,0
tintas_ekigaina,1982,0
tintas_festival_sugraone,1982,0
tintas_franconia,1982,0
tintas_freisa,1982,0
tintas_gamay_st_romain,1982,298609
tintas_gamay_beaujolais,1982,0
tintas_gra_noir,1982,0
tintas_grenache,1982,17212
tintas_jaen,1982,0
tintas_lagrein,1982,0
tintas_lambrusco,1982,300
tintas_malbec,1982,14466
tintas_marzemina,1982,88008
tintas_merlot,1982,5762774
tintas_marselan,1982,0
tintas_molinera,1982,0
tintas_montepulciano,1982,0
tintas_moscato_bailey,1982,0
tintas_napa_gamay,1982,0
tintas_nebbiolo,1982,600
tintas_petit_verdot,1982,0
tintas_petite_sirah,1982,0
tintas_pinotage,1982,0
tintas_pinot_noir,1982,10948
tintas_pinot_saint_george,1982,0
tintas_piriquita,1982,0
tintas_rebo,1982,0
tintas_refosco,1982,0
tintas_roinella,1982,0
tintas_ruby_cabernet,1982,0
tintas_sangiovese,1982,182898
tintas_sira_falsa,1982,2113514
tintas_tannat,1982,0
tintas_tempranillo,1982,0
tintas_teroldego,1982,0
tintas_torrontes,1982,0
tintas_tinta_barroca,1982,0
tintas_touriga_francesa,1982,0
tintas_touriga_nacional,1982,0
tintas_tinta_madeira,1982,0
tintas_tintoria,1982,0
tintas_trincdeira,1982,0
tintas_trousseau,1982,0
tintas_zinfael,1982,0
tintas_outras1,1982,0
brancaserosadas,1982,46757024
brancaserosadas_aliatico,1982,0
brancaserosadas_aligote,1982,590
brancaserosadas_altesse,1982,11086
brancaserosadas_alvarinho,1982,0
brancaserosadas_arriloba,1982,0
brancaserosadas_auxerrois,1982,0
brancaserosadas_burger,1982,0
brancaserosadas_chardonnay,1982,2590
brancaserosadas_chasselas,1982,44280
brancaserosadas_chenin_blanc,1982,228
brancaserosadas_clairette_1,1982,67028
brancaserosadas_colombard,1982,0
brancaserosadas_flora,1982,0
brancaserosadas_garganega,1982,0
brancaserosadas_gewurztraminer,1982,1258
brancaserosadas_gouveio,1982,0
brancaserosadas_gros_manseng,1982,0
brancaserosadas_italia_pirovano_65_pe,1982,0
brancaserosadas_maccabeo,1982,0
brancaserosadas_malvasia,1982,2522725
brancaserosadas_malvasia_amarela,1982,0
brancaserosadas_malvasia_bianca,1982,0
brancaserosadas_malvasia_chianti,1982,0
brancaserosadas_malvasia_verde,1982,0
brancaserosadas_malvasia_di_caia,1982,0
brancaserosadas_malvasia_istriana,1982,0
brancaserosadas_mistura_de_uvas_viniferas,1982,0
brancaserosadas_mistura_de_uvas_viniferas,1982,0
brancaserosadas_moscato_branco,1982,13984946
brancaserosadas_moscato_canelli,1982,0
brancaserosadas_moscato_giallo,1982,0
brancaserosadas_moscato_nazareno,1982,0
brancaserosadas_moscato_bianco_r2,1982,0
brancaserosadas_moscato_de_alexaria,1982,0
brancaserosadas_moscato_rosado,1982,0
brancaserosadas_muscat_a_petits_grains,1982,0
brancaserosadas_muller_thurgau,1982,0
brancaserosadas_muscadelle,1982,0
brancaserosadas_ora,1982,0
brancaserosadas_palomino,1982,5687
brancaserosadas_petit_manseng,1982,0
brancaserosadas_peverella,1982,2423524
brancaserosadas_pinot_blanc,1982,1825
brancaserosadas_pinot_gris,1982,0
brancaserosadas_prosecco,1982,7771
brancaserosadas_red_veltliner,1982,4240
brancaserosadas_riesling_italico,1982,3752318
brancaserosadas_riesling_renano,1982,0
brancaserosadas_sauvignon_blanc_2,1982,122285
brancaserosadas_sauvignon_gris,1982,0
brancaserosadas_seara_nova,1982,5300
brancaserosadas_semillon,1982,2699929
brancaserosadas_schonburger,1982,0
brancaserosadas_sylvaner,1982,14451
brancaserosadas_tocai_friulano,1982,0
brancaserosadas_trebbiano,1982,20630475
brancaserosadas_trebbiano_toscano,1982,0
brancaserosadas_verdea,1982,305
brancaserosadas_verdelho,1982,0
brancaserosadas_verdiso,1982,24470
brancaserosadas_vermentino,1982,717
brancaserosadas_vernaccia,1982,428996
brancaserosadas_viognier,1982,0
brancaserosadas_outras_3,1982,0
tintas,1983,22168465
tintas_alicante_bouschet,1983,0
tintas_ancelota,1983,0
tintas_aramon,1983,0
tintas_alfrocheiro,1983,0
tintas_arinarnoa,1983,0
tintas_aspirant_bouschet,1983,0
tintas_barbera,1983,7521496
tintas_bonarda,1983,1502343
tintas_cabernet_franc,1983,7437092
tintas_cabernet_sauvignon,1983,7700
tintas_caladoc,1983,0
tintas_campanario,1983,0
tintas_canaiolo,1983,403013
tintas_carignan,1983,463
tintas_carmenere,1983,19499
tintas_castelao,1983,0
tintas_corvina,1983,0
tintas_croatina,1983,0
tintas_cinsaut,1983,11047
tintas_dom_felder,1983,0
tintas_dolcetto,1983,0
tintas_durif,1983,3052
tintas_egiodola,1983,0
tintas_ekigaina,1983,0
tintas_festival_sugraone,1983,0
tintas_franconia,1983,0
tintas_freisa,1983,213
tintas_gamay_st_romain,1983,430780
tintas_gamay_beaujolais,1983,0
tintas_gra_noir,1983,0
tintas_grenache,1983,12094
tintas_jaen,1983,0
tintas_lagrein,1983,0
tintas_lambrusco,1983,13145
tintas_malbec,1983,18205
tintas_marzemina,1983,115906
tintas_merlot,1983,3099201
tintas_marselan,1983,0
tintas_molinera,1983,0
tintas_montepulciano,1983,0
tintas_moscato_bailey,1983,0
tintas_napa_gamay,1983,0
tintas_nebbiolo,1983,0
tintas_petit_verdot,1983,0
tintas_petite_sirah,1983,836158
tintas_pinotage,1983,0
tintas_pinot_noir,1983,14049
tintas_pinot_saint_george,1983,0
tintas_piriquita,1983,0
tintas_rebo,1983,0
tintas_refosco,1983,0
tintas_roinella,1983,0
tintas_ruby_cabernet,1983,0
tintas_sangiovese,1983,173104
tintas_sira_falsa,1983,484585
tintas_tannat,1983,65320
tintas_tempranillo,1983,0
tintas_teroldego,1983,0
tintas_torrontes,1983,0
tintas_tinta_barroca,1983,0
tintas_touriga_francesa,1983,0
tintas_touriga_nacional,1983,0
tintas_tinta_madeira,1983,0
tintas_tintoria,1983,0
tintas_trincdeira,1983,0
tintas_trousseau,1983,0
tintas_zinfael,1983,0
tintas_outras1,1983,0
brancaserosadas,1983,32040687
brancaserosadas_aliatico,1983,0
brancaserosadas_aligote,1983,756
brancaserosadas_altesse,1983,12938
brancaserosadas_alvarinho,1983,0
brancaserosadas_arriloba,1983,0
brancaserosadas_auxerrois,1983,0
brancaserosadas_burger,1983,0
brancaserosadas_chardonnay,1983,12370
brancaserosadas_chasselas,1983,34988
brancaserosadas_chenin_blanc,1983,14681
brancaserosadas_clairette_1,1983,5834
brancaserosadas_colombard,1983,0
brancaserosadas_flora,1983,28568
brancaserosadas_garganega,1983,0
brancaserosadas_gewurztraminer,1983,2438
brancaserosadas_gouveio,1983,0
brancaserosadas_gros_manseng,1983,0
brancaserosadas_italia_pirovano_65_pe,1983,0
brancaserosadas_maccabeo,1983,0
brancaserosadas_malvasia,1983,1526008
brancaserosadas_malvasia_amarela,1983,0
brancaserosadas_malvasia_bianca,1983,0
brancaserosadas_malvasia_chianti,1983,0
brancaserosadas_malvasia_verde,1983,0
brancaserosadas_malvasia_di_caia,1983,0
brancaserosadas_malvasia_istriana,1983,0
brancaserosadas_mistura_de_uvas_viniferas,1983,0
brancaserosadas_mistura_de_uvas_viniferas,1983,0
brancaserosadas_moscato_branco,1983,9067746
brancaserosadas_moscato_canelli,1983,0
brancaserosadas_moscato_giallo,1983,0
brancaserosadas_moscato_nazareno,1983,0
brancaserosadas_moscato_bianco_r2,1983,0
brancaserosadas_moscato_de_alexaria,1983,0
brancaserosadas_moscato_rosado,1983,0
brancaserosadas_muscat_a_petits_grains,1983,0
brancaserosadas_muller_thurgau,1983,0
brancaserosadas_muscadelle,1983,0
brancaserosadas_ora,1983,0
brancaserosadas_palomino,1983,7328
brancaserosadas_petit_manseng,1983,0
brancaserosadas_peverella,1983,1375905
brancaserosadas_pinot_blanc,1983,9076
brancaserosadas_pinot_gris,1983,0
brancaserosadas_prosecco,1983,8211
brancaserosadas_red_veltliner,1983,1499
brancaserosadas_riesling_italico,1983,3402460
brancaserosadas_riesling_renano,1983,0
brancaserosadas_sauvignon_blanc_2,1983,109219
brancaserosadas_sauvignon_gris,1983,0
brancaserosadas_seara_nova,1983,165
brancaserosadas_semillon,1983,2868842
brancaserosadas_schonburger,1983,0
brancaserosadas_sylvaner,1983,34377
brancaserosadas_tocai_friulano,1983,0
brancaserosadas_trebbiano,1983,13105231
brancaserosadas_trebbiano_toscano,1983,0
brancaserosadas_verdea,1983,1315
brancaserosadas_verdelho,1983,0
brancaserosadas_verdiso,1983,9251
brancaserosadas_vermentino,1983,17866
brancaserosadas_vernaccia,1983,383615
brancaserosadas_viognier,1983,0
brancaserosadas_outras_3,1983,0
tintas,1984,22290855
tintas_alicante_bouschet,1984,3226
tintas_ancelota,1984,0
tintas_aramon,1984,0
tintas_alfrocheiro,1984,0
tintas_arinarnoa,1984,0
tintas_aspirant_bouschet,1984,0
tintas_barbera,1984,5947760
tintas_bonarda,1984,1164038
tintas_cabernet_franc,1984,7286708
tintas_cabernet_sauvignon,1984,46979
tintas_caladoc,1984,0
tintas_campanario,1984,910
tintas_canaiolo,1984,345227
tintas_carignan,1984,546
tintas_carmenere,1984,123660
tintas_castelao,1984,0
tintas_corvina,1984,0
tintas_croatina,1984,0
tintas_cinsaut,1984,13522
tintas_dom_felder,1984,0
tintas_dolcetto,1984,0
tintas_durif,1984,0
tintas_egiodola,1984,0
tintas_ekigaina,1984,0
tintas_festival_sugraone,1984,0
tintas_franconia,1984,0
tintas_freisa,1984,0
tintas_gamay_st_romain,1984,519843
tintas_gamay_beaujolais,1984,0
tintas_gra_noir,1984,0
tintas_grenache,1984,16473
tintas_jaen,1984,0
tintas_lagrein,1984,0
tintas_lambrusco,1984,28317
tintas_malbec,1984,22839
tintas_marzemina,1984,231695
tintas_merlot,1984,4939522
tintas_marselan,1984,0
tintas_molinera,1984,0
tintas_montepulciano,1984,0
tintas_moscato_bailey,1984,0
tintas_napa_gamay,1984,107495
tintas_nebbiolo,1984,0
tintas_petit_verdot,1984,0
tintas_petite_sirah,1984,33693
tintas_pinotage,1984,5861
tintas_pinot_noir,1984,37268
tintas_pinot_saint_george,1984,0
tintas_piriquita,1984,0
tintas_rebo,1984,0
tintas_refosco,1984,0
tintas_roinella,1984,0
tintas_ruby_cabernet,1984,204
tintas_sangiovese,1984,173005
tintas_sira_falsa,1984,1176744
tintas_tannat,1984,65320
tintas_tempranillo,1984,0
tintas_teroldego,1984,0
tintas_torrontes,1984,0
tintas_tinta_barroca,1984,0
tintas_touriga_francesa,1984,0
tintas_touriga_nacional,1984,0
tintas_tinta_madeira,1984,0
tintas_tintoria,1984,0
tintas_trincdeira,1984,0
tintas_trousseau,1984,0
tintas_zinfael,1984,0
tintas_outras1,1984,0
brancaserosadas,1984,41615070
brancaserosadas_aliatico,1984,0
brancaserosadas_aligote,1984,938
brancaserosadas_altesse,1984,15903
brancaserosadas_alvarinho,1984,0
brancaserosadas_arriloba,1984,0
brancaserosadas_auxerrois,1984,0
brancaserosadas_burger,1984,0
brancaserosadas_chardonnay,1984,17191
brancaserosadas_chasselas,1984,48466
brancaserosadas_chenin_blanc,1984,14678
brancaserosadas_clairette_1,1984,11168
brancaserosadas_colombard,1984,0
brancaserosadas_flora,1984,28570
brancaserosadas_garganega,1984,0
brancaserosadas_gewurztraminer,1984,8573
brancaserosadas_gouveio,1984,0
brancaserosadas_gros_manseng,1984,0
brancaserosadas_italia_pirovano_65_pe,1984,0
brancaserosadas_maccabeo,1984,0
brancaserosadas_malvasia,1984,1886676
brancaserosadas_malvasia_amarela,1984,0
brancaserosadas_malvasia_bianca,1984,0
brancaserosadas_malvasia_chianti,1984,0
brancaserosadas_malvasia_verde,1984,0
brancaserosadas_malvasia_di_caia,1984,7318
brancaserosadas_malvasia_istriana,1984,0
brancaserosadas_mistura_de_uvas_viniferas,1984,0
brancaserosadas_mistura_de_uvas_viniferas,1984,0
brancaserosadas_moscato_branco,1984,11156471
brancaserosadas_moscato_canelli,1984,0
brancaserosadas_moscato_giallo,1984,0
brancaserosadas_moscato_nazareno,1984,0
brancaserosadas_moscato_bianco_r2,1984,0
brancaserosadas_moscato_de_alexaria,1984,0
brancaserosadas_moscato_rosado,1984,0
brancaserosadas_muscat_a_petits_grains,1984,0
brancaserosadas_muller_thurgau,1984,0
brancaserosadas_muscadelle,1984,0
brancaserosadas_ora,1984,0
brancaserosadas_palomino,1984,19500
brancaserosadas_petit_manseng,1984,0
brancaserosadas_peverella,1984,1288629
brancaserosadas_pinot_blanc,1984,15611
brancaserosadas_pinot_gris,1984,0
brancaserosadas_prosecco,1984,9327
brancaserosadas_red_veltliner,1984,2440
brancaserosadas_riesling_italico,1984,4557416
brancaserosadas_riesling_renano,1984,5224
brancaserosadas_sauvignon_blanc_2,1984,65207
brancaserosadas_sauvignon_gris,1984,0
brancaserosadas_seara_nova,1984,425
brancaserosadas_semillon,1984,3930216
brancaserosadas_schonburger,1984,0
brancaserosadas_sylvaner,1984,41038
brancaserosadas_tocai_friulano,1984,0
brancaserosadas_trebbiano,1984,17582216
brancaserosadas_trebbiano_toscano,1984,0
brancaserosadas_verdea,1984,0
brancaserosadas_verdelho,1984,0
brancaserosadas_verdiso,1984,46048
brancaserosadas_vermentino,1984,29380
brancaserosadas_vernaccia,1984,826441
brancaserosadas_viognier,1984,0
brancaserosadas_outras_3,1984,0
tintas,1985,30195343
tintas_alicante_bouschet,1985,6807
tintas_ancelota,1985,0
tintas_aramon,1985,37384
tintas_alfrocheiro,1985,0
tintas_arinarnoa,1985,0
tintas_aspirant_bouschet,1985,0
tintas_barbera,1985,7290172
tintas_bonarda,1985,1754291
tintas_cabernet_franc,1985,10342293
tintas_cabernet_sauvignon,1985,149527
tintas_caladoc,1985,0
tintas_campanario,1985,1660
tintas_canaiolo,1985,455665
tintas_carignan,1985,1733
tintas_carmenere,1985,89699
tintas_castelao,1985,0
tintas_corvina,1985,0
tintas_croatina,1985,0
tintas_cinsaut,1985,7195
tintas_dom_felder,1985,0
tintas_dolcetto,1985,0
tintas_durif,1985,0
tintas_egiodola,1985,0
tintas_ekigaina,1985,0
tintas_festival_sugraone,1985,0
tintas_franconia,1985,0
tintas_freisa,1985,4208
tintas_gamay_st_romain,1985,895817
tintas_gamay_beaujolais,1985,48410
tintas_gra_noir,1985,27537
tintas_grenache,1985,0
tintas_jaen,1985,0
tintas_lagrein,1985,0
tintas_lambrusco,1985,14360
tintas_malbec,1985,39347
tintas_marzemina,1985,352748
tintas_merlot,1985,6965153
tintas_marselan,1985,0
tintas_molinera,1985,0
tintas_montepulciano,1985,0
tintas_moscato_bailey,1985,0
tintas_napa_gamay,1985,9665
tintas_nebbiolo,1985,0
tintas_petit_verdot,1985,0
tintas_petite_sirah,1985,73075
tintas_pinotage,1985,15236
tintas_pinot_noir,1985,127953
tintas_pinot_saint_george,1985,0
tintas_piriquita,1985,0
tintas_rebo,1985,0
tintas_refosco,1985,0
tintas_roinella,1985,0
tintas_ruby_cabernet,1985,426
tintas_sangiovese,1985,144839
tintas_sira_falsa,1985,1272377
tintas_tannat,1985,43800
tintas_tempranillo,1985,0
tintas_teroldego,1985,0
tintas_torrontes,1985,0
tintas_tinta_barroca,1985,0
tintas_touriga_francesa,1985,0
tintas_touriga_nacional,1985,0
tintas_tinta_madeira,1985,2508
tintas_tintoria,1985,21260
tintas_trincdeira,1985,0
tintas_trousseau,1985,0
tintas_zinfael,1985,198
tintas_outras1,1985,0
brancaserosadas,1985,66103513
brancaserosadas_aliatico,1985,0
brancaserosadas_aligote,1985,0
brancaserosadas_altesse,1985,36111
brancaserosadas_alvarinho,1985,0
brancaserosadas_arriloba,1985,0
brancaserosadas_auxerrois,1985,2020
brancaserosadas_burger,1985,2665
brancaserosadas_chardonnay,1985,191484
brancaserosadas_chasselas,1985,160169
brancaserosadas_chenin_blanc,1985,40276
brancaserosadas_clairette_1,1985,13929
brancaserosadas_colombard,1985,0
brancaserosadas_flora,1985,53233
brancaserosadas_garganega,1985,0
brancaserosadas_gewurztraminer,1985,88037
brancaserosadas_gouveio,1985,0
brancaserosadas_gros_manseng,1985,0
brancaserosadas_italia_pirovano_65_pe,1985,0
brancaserosadas_maccabeo,1985,0
brancaserosadas_malvasia,1985,3422293
brancaserosadas_malvasia_amarela,1985,0
brancaserosadas_malvasia_bianca,1985,0
brancaserosadas_malvasia_chianti,1985,0
brancaserosadas_malvasia_verde,1985,0
brancaserosadas_malvasia_di_caia,1985,0
brancaserosadas_malvasia_istriana,1985,0
brancaserosadas_mistura_de_uvas_viniferas,1985,0
brancaserosadas_mistura_de_uvas_viniferas,1985,0
brancaserosadas_moscato_branco,1985,18464456
brancaserosadas_moscato_canelli,1985,0
brancaserosadas_moscato_giallo,1985,0
brancaserosadas_moscato_nazareno,1985,0
brancaserosadas_moscato_bianco_r2,1985,0
brancaserosadas_moscato_de_alexaria,1985,0
brancaserosadas_moscato_rosado,1985,0
brancaserosadas_muscat_a_petits_grains,1985,0
brancaserosadas_muller_thurgau,1985,2028
brancaserosadas_muscadelle,1985,0
brancaserosadas_ora,1985,0
brancaserosadas_palomino,1985,30395
brancaserosadas_petit_manseng,1985,0
brancaserosadas_peverella,1985,2630718
brancaserosadas_pinot_blanc,1985,129010
brancaserosadas_pinot_gris,1985,0
brancaserosadas_prosecco,1985,108830
brancaserosadas_red_veltliner,1985,4689
brancaserosadas_riesling_italico,1985,7207668
brancaserosadas_riesling_renano,1985,163005
brancaserosadas_sauvignon_blanc_2,1985,190061
brancaserosadas_sauvignon_gris,1985,0
brancaserosadas_seara_nova,1985,1640
brancaserosadas_semillon,1985,7393292
brancaserosadas_schonburger,1985,0
brancaserosadas_sylvaner,1985,73591
brancaserosadas_tocai_friulano,1985,923
brancaserosadas_trebbiano,1985,24178593
brancaserosadas_trebbiano_toscano,1985,0
brancaserosadas_verdea,1985,0
brancaserosadas_verdelho,1985,7900
brancaserosadas_verdiso,1985,23684
brancaserosadas_vermentino,1985,32124
brancaserosadas_vernaccia,1985,1450663
brancaserosadas_viognier,1985,0
brancaserosadas_outras_3,1985,26
tintas,1986,18736158
tintas_alicante_bouschet,1986,6677
tintas_ancelota,1986,0
tintas_aramon,1986,0
tintas_alfrocheiro,1986,0
tintas_arinarnoa,1986,0
tintas_aspirant_bouschet,1986,0
tintas_barbera,1986,3553090
tintas_bonarda,1986,877037
tintas_cabernet_franc,1986,6403968
tintas_cabernet_sauvignon,1986,539711
tintas_caladoc,1986,0
tintas_campanario,1986,845
tintas_canaiolo,1986,271645
tintas_carignan,1986,1508
tintas_carmenere,1986,61422
tintas_castelao,1986,0
tintas_corvina,1986,0
tintas_croatina,1986,0
tintas_cinsaut,1986,2446
tintas_dom_felder,1986,0
tintas_dolcetto,1986,0
tintas_durif,1986,0
tintas_egiodola,1986,0
tintas_ekigaina,1986,0
tintas_festival_sugraone,1986,0
tintas_franconia,1986,0
tintas_freisa,1986,0
tintas_gamay_st_romain,1986,788089
tintas_gamay_beaujolais,1986,0
tintas_gra_noir,1986,21
tintas_grenache,1986,15851
tintas_jaen,1986,0
tintas_lagrein,1986,0
tintas_lambrusco,1986,6245
tintas_malbec,1986,23431
tintas_marzemina,1986,159440
tintas_merlot,1986,4775740
tintas_marselan,1986,0
tintas_molinera,1986,0
tintas_montepulciano,1986,0
tintas_moscato_bailey,1986,0
tintas_napa_gamay,1986,0
tintas_nebbiolo,1986,357
tintas_petit_verdot,1986,0
tintas_petite_sirah,1986,99786
tintas_pinotage,1986,13483
tintas_pinot_noir,1986,202820
tintas_pinot_saint_george,1986,47600
tintas_piriquita,1986,0
tintas_rebo,1986,0
tintas_refosco,1986,0
tintas_roinella,1986,0
tintas_ruby_cabernet,1986,21
tintas_sangiovese,1986,77509
tintas_sira_falsa,1986,695871
tintas_tannat,1986,68352
tintas_tempranillo,1986,0
tintas_teroldego,1986,0
tintas_torrontes,1986,0
tintas_tinta_barroca,1986,0
tintas_touriga_francesa,1986,0
tintas_touriga_nacional,1986,0
tintas_tinta_madeira,1986,1733
tintas_tintoria,1986,0
tintas_trincdeira,1986,0
tintas_trousseau,1986,0
tintas_zinfael,1986,41460
tintas_outras1,1986,0
brancaserosadas,1986,47542250
brancaserosadas_aliatico,1986,0
brancaserosadas_aligote,1986,0
brancaserosadas_altesse,1986,43477
brancaserosadas_alvarinho,1986,0
brancaserosadas_arriloba,1986,0
brancaserosadas_auxerrois,1986,0
brancaserosadas_burger,1986,20591
brancaserosadas_chardonnay,1986,352746
brancaserosadas_chasselas,1986,123305
brancaserosadas_chenin_blanc,1986,110067
brancaserosadas_clairette_1,1986,12182
brancaserosadas_colombard,1986,14480
brancaserosadas_flora,1986,52143
brancaserosadas_garganega,1986,0
brancaserosadas_gewurztraminer,1986,206986
brancaserosadas_gouveio,1986,0
brancaserosadas_gros_manseng,1986,0
brancaserosadas_italia_pirovano_65_pe,1986,0
brancaserosadas_maccabeo,1986,0
brancaserosadas_malvasia,1986,2261265
brancaserosadas_malvasia_amarela,1986,0
brancaserosadas_malvasia_bianca,1986,0
brancaserosadas_malvasia_chianti,1986,0
brancaserosadas_malvasia_verde,1986,0
brancaserosadas_malvasia_di_caia,1986,0
brancaserosadas_malvasia_istriana,1986,0
brancaserosadas_mistura_de_uvas_viniferas,1986,0
brancaserosadas_mistura_de_uvas_viniferas,1986,0
brancaserosadas_moscato_branco,1986,12858661
brancaserosadas_moscato_canelli,1986,7554
brancaserosadas_moscato_giallo,1986,0
brancaserosadas_moscato_nazareno,1986,0
brancaserosadas_moscato_bianco_r2,1986,0
brancaserosadas_moscato_de_alexaria,1986,0
brancaserosadas_moscato_rosado,1986,0
brancaserosadas_muscat_a_petits_grains,1986,0
brancaserosadas_muller_thurgau,1986,7026
brancaserosadas_muscadelle,1986,0
brancaserosadas_ora,1986,0
brancaserosadas_palomino,1986,46533
brancaserosadas_petit_manseng,1986,0
brancaserosadas_peverella,1986,2036768
brancaserosadas_pinot_blanc,1986,168354
brancaserosadas_pinot_gris,1986,0
brancaserosadas_prosecco,1986,122524
brancaserosadas_red_veltliner,1986,2522
brancaserosadas_riesling_italico,1986,4267206
brancaserosadas_riesling_renano,1986,426596
brancaserosadas_sauvignon_blanc_2,1986,250087
brancaserosadas_sauvignon_gris,1986,0
brancaserosadas_seara_nova,1986,965
brancaserosadas_semillon,1986,6503648
brancaserosadas_schonburger,1986,0
brancaserosadas_sylvaner,1986,66793
brancaserosadas_tocai_friulano,1986,1821
brancaserosadas_trebbiano,1986,16567251
brancaserosadas_trebbiano_toscano,1986,0
brancaserosadas_verdea,1986,809
brancaserosadas_verdelho,1986,7785
brancaserosadas_verdiso,1986,0
brancaserosadas_vermentino,1986,22409
brancaserosadas_vernaccia,1986,978903
brancaserosadas_viognier,1986,0
brancaserosadas_outras_3,1986,793
tintas,1987,17213860
tintas_alicante_bouschet,1987,16210
tintas_ancelota,1987,0
tintas_aramon,1987,0
tintas_alfrocheiro,1987,0
tintas_arinarnoa,1987,0
tintas_aspirant_bouschet,1987,0
tintas_barbera,1987,2845387
tintas_bonarda,1987,658716
tintas_cabernet_franc,1987,6616589
tintas_cabernet_sauvignon,1987,827942
tintas_caladoc,1987,0
tintas_campanario,1987,1090
tintas_canaiolo,1987,139047
tintas_carignan,1987,359
tintas_carmenere,1987,41224
tintas_castelao,1987,0
tintas_corvina,1987,0
tintas_croatina,1987,0
tintas_cinsaut,1987,5871
tintas_dom_felder,1987,0
