control,ano,quantidade_kilo
brancaserosadas_niagararosada,1983,0
brancaserosadas_poloske,1983,0
brancaserosadas_selecoes,1983,0
brancaserosadas_seyvevillard,1983,4095059
brancaserosadas_seyvevillard5276,1983,0
brancaserosadas_seyvevillard12375,1983,0
brancaserosadas_tardiadecaxias,1983,0
brancaserosadas_outras,1983,0
tintas,1984,261019229
tintas_bacarina,1984,46767
tintas_bailey,1984,0
tintas_bordo,1984,22146292
tintas_bourdin_s,1984,0
tintas_brscarmen,1984,0
tintas_brscora,1984,0
tintas_brs_magna,1984,0
tintas_brs_margot,1984,0
tintas_brsmorena,1984,0
tintas_brs_rubea,1984,0
tintas_brsvioleta,1984,0
tintas_brs_vitoria,1984,0
tintas_champagnon_champanheta,1984,0
tintas_colecoes,1984,0
tintas_concord,1984,8550370
tintas_concordclone30,1984,0
tintas_couderc,1984,5544207
tintas_cynthiana_1,1984,553285
tintas_herbemont,1984,44313715
tintas_iac138022,1984,0
tintas_isabel,1984,166802020
tintas_isabelprecoce,1984,0
tintas_jacquez,1984,807228
tintas_kyoko,1984,0
tintas_landot,1984,8774
tintas_mistura_de_uvas_americanas_tinto,1984,0
tintas_oberlin,1984,0
tintas_othello,1984,0
tintas_paco,1984,0
tintas_patricia,1984,0
tintas_seibel,1984,12246571
tintas_seibel2_seibeleto,1984,0
tintas_seyvewillard_tinta,1984,0
tintas_vênus,1984,0
brancaserosadas,1984,14368810
brancaserosadas_baco,1984,0
brancaserosadas_bokay,1984,0
brancaserosadas_brsclara,1984,0
brancaserosadas_brslorena,1984,0
brancaserosadas_couderc13,1984,589380
brancaserosadas_delaware,1984,0
brancaserosadas_donazilla,1984,0
brancaserosadas_dutchess,1984,0
brancaserosadas_goethe,1984,169402
brancaserosadas_iac,1984,0
brancaserosadas_juliana,1984,0
brancaserosadas_martha,1984,16321
brancaserosadas_mistura_de_uvas_americanas,1984,0
brancaserosadas_moscatoembrapa,1984,0
brancaserosadas_niagara,1984,8308736
brancaserosadas_niagarabranca,1984,0
brancaserosadas_niagararosada,1984,0
brancaserosadas_poloske,1984,0
brancaserosadas_selecoes,1984,0
brancaserosadas_seyvevillard,1984,5284971
brancaserosadas_seyvevillard5276,1984,0
brancaserosadas_seyvevillard12375,1984,0
brancaserosadas_tardiadecaxias,1984,0
brancaserosadas_outras,1984,0
tintas,1985,385216611
tintas_bacarina,1985,55878
tintas_bailey,1985,0
tintas_bordo,1985,36787283
tintas_bourdin_s,1985,0
tintas_brscarmen,1985,0
tintas_brscora,1985,0
tintas_brs_magna,1985,0
tintas_brs_margot,1985,0
tintas_brsmorena,1985,0
tintas_brs_rubea,1985,0
tintas_brsvioleta,1985,0
tintas_brs_vitoria,1985,0
tintas_champagnon_champanheta,1985,0
tintas_colecoes,1985,0
tintas_concord,1985,17270192
tintas_concordclone30,1985,0
tintas_couderc,1985,7341937
tintas_cynthiana_1,1985,467677
tintas_herbemont,1985,47677634
tintas_iac138022,1985,0
tintas_isabel,1985,261311720
tintas_isabelprecoce,1985,0
tintas_jacquez,1985,883337
tintas_kyoko,1985,0
tintas_landot,1985,21485
tintas_mistura_de_uvas_americanas_tinto,1985,0
tintas_oberlin,1985,177
tintas_othello,1985,4862
tintas_paco,1985,0
tintas_patricia,1985,0
tintas_seibel,1985,13394429
tintas_seibel2_seibeleto,1985,0
tintas_seyvewillard_tinta,1985,0
tintas_vênus,1985,0
brancaserosadas,1985,21256077
brancaserosadas_baco,1985,1688
brancaserosadas_bokay,1985,0
brancaserosadas_brsclara,1985,0
brancaserosadas_brslorena,1985,0
brancaserosadas_couderc13,1985,906354
brancaserosadas_delaware,1985,0
brancaserosadas_donazilla,1985,0
brancaserosadas_dutchess,1985,0
brancaserosadas_goethe,1985,301062
brancaserosadas_iac,1985,0
brancaserosadas_juliana,1985,0
brancaserosadas_martha,1985,9096
brancaserosadas_mistura_de_uvas_americanas,1985,0
brancaserosadas_moscatoembrapa,1985,0
brancaserosadas_niagara,1985,14685699
brancaserosadas_niagarabranca,1985,0
brancaserosadas_niagararosada,1985,0
brancaserosadas_poloske,1985,0
brancaserosadas_selecoes,1985,0
brancaserosadas_seyvevillard,1985,5234899
brancaserosadas_seyvevillard5276,1985,0
brancaserosadas_seyvevillard12375,1985,117279
brancaserosadas_tardiadecaxias,1985,0
brancaserosadas_outras,1985,0
tintas,1986,225069529
tintas_bacarina,1986,26538
tintas_bailey,1986,0
tintas_bordo,1986,23956474
tintas_bourdin_s,1986,0
tintas_brscarmen,1986,0
tintas_brscora,1986,0
tintas_brs_magna,1986,0
tintas_brs_margot,1986,0
tintas_brsmorena,1986,0
tintas_brs_rubea,1986,0
tintas_brsvioleta,1986,0
tintas_brs_vitoria,1986,0
tintas_champagnon_champanheta,1986,0
tintas_colecoes,1986,0
tintas_concord,1986,8864661
tintas_concordclone30,1986,0
tintas_couderc,1986,5474248
tintas_cynthiana_1,1986,304481
tintas_herbemont,1986,29438543
tintas_iac138022,1986,0
tintas_isabel,1986,148440133
tintas_isabelprecoce,1986,0
tintas_jacquez,1986,608629
tintas_kyoko,1986,0
tintas_landot,1986,5953
tintas_mistura_de_uvas_americanas_tinto,1986,0
tintas_oberlin,1986,4770
tintas_othello,1986,4488
tintas_paco,1986,0
tintas_patricia,1986,0
tintas_seibel,1986,7940611
tintas_seibel2_seibeleto,1986,0
tintas_seyvewillard_tinta,1986,0
tintas_vênus,1986,0
brancaserosadas,1986,14188471
brancaserosadas_baco,1986,0
brancaserosadas_bokay,1986,0
brancaserosadas_brsclara,1986,0
brancaserosadas_brslorena,1986,0
brancaserosadas_couderc13,1986,982883
brancaserosadas_delaware,1986,0
brancaserosadas_donazilla,1986,0
brancaserosadas_dutchess,1986,0
brancaserosadas_goethe,1986,363437
brancaserosadas_iac,1986,0
brancaserosadas_juliana,1986,0
brancaserosadas_martha,1986,1155
brancaserosadas_mistura_de_uvas_americanas,1986,0
brancaserosadas_moscatoembrapa,1986,0
brancaserosadas_niagara,1986,9191120
brancaserosadas_niagarabranca,1986,0
brancaserosadas_niagararosada,1986,0
brancaserosadas_poloske,1986,0
brancaserosadas_selecoes,1986,0
brancaserosadas_seyvevillard,1986,3649876
brancaserosadas_seyvevillard5276,1986,0
brancaserosadas_seyvevillard12375,1986,0
brancaserosadas_tardiadecaxias,1986,0
brancaserosadas_outras,1986,0
tintas,1987,218625428
tintas_bacarina,1987,40547
tintas_bailey,1987,0
tintas_bordo,1987,22318163
tintas_bourdin_s,1987,0
tintas_brscarmen,1987,0
tintas_brscora,1987,0
tintas_brs_magna,1987,0
tintas_brs_margot,1987,0
tintas_brsmorena,1987,0
tintas_brs_rubea,1987,0
tintas_brsvioleta,1987,0
tintas_brs_vitoria,1987,0
tintas_champagnon_champanheta,1987,0
tintas_colecoes,1987,0
tintas_concord,1987,11047563
tintas_concordclone30,1987,0
tintas_couderc,1987,6244818
tintas_cynthiana_1,1987,286589
tintas_herbemont,1987,29335178
tintas_iac138022,1987,0
tintas_isabel,1987,140066153
tintas_isabelprecoce,1987,0
tintas_jacquez,1987,532204
tintas_kyoko,1987,0
tintas_landot,1987,3078
tintas_mistura_de_uvas_americanas_tinto,1987,0
tintas_oberlin,1987,85
tintas_othello,1987,3295
tintas_paco,1987,0
tintas_patricia,1987,0
tintas_seibel,1987,8747755
tintas_seibel2_seibeleto,1987,0
tintas_seyvewillard_tinta,1987,0
tintas_vênus,1987,0
brancaserosadas,1987,17527966
brancaserosadas_baco,1987,0
brancaserosadas_bokay,1987,0
brancaserosadas_brsclara,1987,0
brancaserosadas_brslorena,1987,0
brancaserosadas_couderc13,1987,1977492
brancaserosadas_delaware,1987,0
brancaserosadas_donazilla,1987,0
brancaserosadas_dutchess,1987,0
brancaserosadas_goethe,1987,178750
brancaserosadas_iac,1987,0
brancaserosadas_juliana,1987,0
brancaserosadas_martha,1987,3200
brancaserosadas_mistura_de_uvas_americanas,1987,0
brancaserosadas_moscatoembrapa,1987,0
brancaserosadas_niagara,1987,12590860
brancaserosadas_niagarabranca,1987,0
brancaserosadas_niagararosada,1987,0
brancaserosadas_poloske,1987,0
brancaserosadas_selecoes,1987,0
brancaserosadas_seyvevillard,1987,2777664
brancaserosadas_seyvevillard5276,1987,0
brancaserosadas_seyvevillard12375,1987,0
brancaserosadas_tardiadecaxias,1987,0
brancaserosadas_outras,1987,0
tintas,1988,359389651
tintas_bacarina,1988,0
tintas_bailey,1988,0
tintas_bordo,1988,34047360
tintas_bourdin_s,1988,0
tintas_brscarmen,1988,0
tintas_brscora,1988,0
tintas_brs_magna,1988,0
tintas_brs_margot,1988,0
tintas_brsmorena,1988,0
tintas_brs_rubea,1988,0
tintas_brsvioleta,1988,0
tintas_brs_vitoria,1988,0
tintas_champagnon_champanheta,1988,0
tintas_colecoes,1988,0
tintas_concord,1988,16295035
tintas_concordclone30,1988,0
tintas_couderc,1988,6141396
tintas_cynthiana_1,1988,397685
tintas_herbemont,1988,46197631
tintas_iac138022,1988,0
tintas_isabel,1988,235678802
tintas_isabelprecoce,1988,0
tintas_jacquez,1988,841551
tintas_kyoko,1988,0
tintas_landot,1988,8728
tintas_mistura_de_uvas_americanas_tinto,1988,0
tintas_oberlin,1988,460
tintas_othello,1988,91992
tintas_paco,1988,0
tintas_patricia,1988,0
tintas_seibel,1988,19689011
tintas_seibel2_seibeleto,1988,0
tintas_seyvewillard_tinta,1988,0
tintas_vênus,1988,0
brancaserosadas,1988,27423226
brancaserosadas_baco,1988,0
brancaserosadas_bokay,1988,0
brancaserosadas_brsclara,1988,0
brancaserosadas_brslorena,1988,0
brancaserosadas_couderc13,1988,2218296
brancaserosadas_delaware,1988,0
brancaserosadas_donazilla,1988,0
brancaserosadas_dutchess,1988,0
brancaserosadas_goethe,1988,433377
brancaserosadas_iac,1988,0
brancaserosadas_juliana,1988,0
brancaserosadas_martha,1988,5482
brancaserosadas_mistura_de_uvas_americanas,1988,0
brancaserosadas_moscatoembrapa,1988,0
brancaserosadas_niagara,1988,18884834
brancaserosadas_niagarabranca,1988,0
brancaserosadas_niagararosada,1988,0
brancaserosadas_poloske,1988,0
brancaserosadas_selecoes,1988,0
brancaserosadas_seyvevillard,1988,5881237
brancaserosadas_seyvevillard5276,1988,0
brancaserosadas_seyvevillard12375,1988,0
brancaserosadas_tardiadecaxias,1988,0
brancaserosadas_outras,1988,0
tintas,1989,254480942
tintas_bacarina,1989,0
tintas_bailey,1989,0
tintas_bordo,1989,32102192
tintas_bourdin_s,1989,0
tintas_brscarmen,1989,0
tintas_brscora,1989,0
tintas_brs_magna,1989,0
tintas_brs_margot,1989,0
tintas_brsmorena,1989,0
tintas_brs_rubea,1989,0
tintas_brsvioleta,1989,0
tintas_brs_vitoria,1989,0
tintas_champagnon_champanheta,1989,0
tintas_colecoes,1989,0
tintas_concord,1989,12222671
tintas_concordclone30,1989,0
tintas_couderc,1989,8457905
tintas_cynthiana_1,1989,327562
tintas_herbemont,1989,29443570
tintas_iac138022,1989,0
tintas_isabel,1989,159406823
tintas_isabelprecoce,1989,0
tintas_jacquez,1989,804883
tintas_kyoko,1989,0
tintas_landot,1989,2005
tintas_mistura_de_uvas_americanas_tinto,1989,0
tintas_oberlin,1989,276
tintas_othello,1989,72780
tintas_paco,1989,0
tintas_patricia,1989,0
tintas_seibel,1989,11640275
tintas_seibel2_seibeleto,1989,0
tintas_seyvewillard_tinta,1989,0
tintas_vênus,1989,0
brancaserosadas,1989,25521025
brancaserosadas_baco,1989,448
brancaserosadas_bokay,1989,0
brancaserosadas_brsclara,1989,0
brancaserosadas_brslorena,1989,0
brancaserosadas_couderc13,1989,2614887
brancaserosadas_delaware,1989,0
brancaserosadas_donazilla,1989,0
brancaserosadas_dutchess,1989,0
brancaserosadas_goethe,1989,328972
brancaserosadas_iac,1989,0
brancaserosadas_juliana,1989,0
brancaserosadas_martha,1989,8930
brancaserosadas_mistura_de_uvas_americanas,1989,0
brancaserosadas_moscatoembrapa,1989,0
brancaserosadas_niagara,1989,17211883
brancaserosadas_niagarabranca,1989,245263
brancaserosadas_niagararosada,1989,118763
brancaserosadas_poloske,1989,0
brancaserosadas_selecoes,1989,0
brancaserosadas_seyvevillard,1989,4991879
brancaserosadas_seyvevillard5276,1989,0
brancaserosadas_seyvevillard12375,1989,0
brancaserosadas_tardiadecaxias,1989,0
brancaserosadas_outras,1989,0
tintas,1990,314756312
tintas_bacarina,1990,0
tintas_bailey,1990,0
tintas_bordo,1990,32681255
tintas_bourdin_s,1990,0
tintas_brscarmen,1990,0
tintas_brscora,1990,0
tintas_brs_magna,1990,0
tintas_brs_margot,1990,0
tintas_brsmorena,1990,0
tintas_brs_rubea,1990,0
tintas_brsvioleta,1990,0
tintas_brs_vitoria,1990,0
tintas_champagnon_champanheta,1990,0
tintas_colecoes,1990,0
tintas_concord,1990,15417034
tintas_concordclone30,1990,0
tintas_couderc,1990,6959591
tintas_cynthiana_1,1990,342604
tintas_herbemont,1990,33234026
tintas_iac138022,1990,0
tintas_isabel,1990,210877130
tintas_isabelprecoce,1990,0
tintas_jacquez,1990,995409
tintas_kyoko,1990,0
tintas_landot,1990,3243
tintas_mistura_de_uvas_americanas_tinto,1990,0
tintas_oberlin,1990,91
tintas_othello,1990,57552
tintas_paco,1990,0
tintas_patricia,1990,0
tintas_seibel,1990,14188377
tintas_seibel2_seibeleto,1990,0
tintas_seyvewillard_tinta,1990,0
tintas_vênus,1990,0
brancaserosadas,1990,28728839
brancaserosadas_baco,1990,739
brancaserosadas_bokay,1990,0
brancaserosadas_brsclara,1990,0
brancaserosadas_brslorena,1990,0
brancaserosadas_couderc13,1990,2790853
brancaserosadas_delaware,1990,0
brancaserosadas_donazilla,1990,0
brancaserosadas_dutchess,1990,0
brancaserosadas_goethe,1990,472611
brancaserosadas_iac,1990,0
brancaserosadas_juliana,1990,0
brancaserosadas_martha,1990,4001
brancaserosadas_mistura_de_uvas_americanas,1990,0
brancaserosadas_moscatoembrapa,1990,0
brancaserosadas_niagara,1990,20800524
brancaserosadas_niagarabranca,1990,0
brancaserosadas_niagararosada,1990,477502
brancaserosadas_poloske,1990,0
brancaserosadas_selecoes,1990,0
brancaserosadas_seyvevillard,1990,4182609
brancaserosadas_seyvevillard5276,1990,0
brancaserosadas_seyvevillard12375,1990,0
brancaserosadas_tardiadecaxias,1990,0
brancaserosadas_outras,1990,0
tintas,1991,217625877
tintas_bacarina,1991,0
tintas_bailey,1991,0
tintas_bordo,1991,28036345
tintas_bourdin_s,1991,0
tintas_brscarmen,1991,0
tintas_brscora,1991,0
tintas_brs_magna,1991,0
tintas_brs_margot,1991,0
tintas_brsmorena,1991,0
tintas_brs_rubea,1991,0
tintas_brsvioleta,1991,0
tintas_brs_vitoria,1991,0
tintas_champagnon_champanheta,1991,0
tintas_colecoes,1991,0
tintas_concord,1991,14941796
tintas_concordclone30,1991,0
tintas_couderc,1991,5270323
tintas_cynthiana_1,1991,221319
tintas_herbemont,1991,24856167
tintas_iac138022,1991,0
tintas_isabel,1991,132328198
tintas_isabelprecoce,1991,0
tintas_jacquez,1991,1687679
tintas_kyoko,1991,0
tintas_landot,1991,5831
tintas_mistura_de_uvas_americanas_tinto,1991,0
tintas_oberlin,1991,0
tintas_othello,1991,50940
tintas_paco,1991,0
tintas_patricia,1991,0
tintas_seibel,1991,10227279
tintas_seibel2_seibeleto,1991,0
tintas_seyvewillard_tinta,1991,0
tintas_vênus,1991,0
brancaserosadas,1991,23233994
brancaserosadas_baco,1991,1699
brancaserosadas_bokay,1991,0
brancaserosadas_brsclara,1991,0
brancaserosadas_brslorena,1991,0
brancaserosadas_couderc13,1991,2506363
brancaserosadas_delaware,1991,0
brancaserosadas_donazilla,1991,0
brancaserosadas_dutchess,1991,0
brancaserosadas_goethe,1991,431040
brancaserosadas_iac,1991,0
brancaserosadas_juliana,1991,0
brancaserosadas_martha,1991,1449
brancaserosadas_mistura_de_uvas_americanas,1991,0
brancaserosadas_moscatoembrapa,1991,0
brancaserosadas_niagara,1991,17234514
brancaserosadas_niagarabranca,1991,0
brancaserosadas_niagararosada,1991,245082
brancaserosadas_poloske,1991,0
brancaserosadas_selecoes,1991,0
brancaserosadas_seyvevillard,1991,2813847
brancaserosadas_seyvevillard5276,1991,0
brancaserosadas_seyvevillard12375,1991,0
brancaserosadas_tardiadecaxias,1991,0
brancaserosadas_outras,1991,0
tintas,1992,263373326
tintas_bacarina,1992,0
tintas_bailey,1992,0
tintas_bordo,1992,32595535
tintas_bourdin_s,1992,0
tintas_brscarmen,1992,0
tintas_brscora,1992,0
tintas_brs_magna,1992,0
tintas_brs_margot,1992,0
tintas_brsmorena,1992,0
tintas_brs_rubea,1992,0
tintas_brsvioleta,1992,0
tintas_brs_vitoria,1992,0
tintas_champagnon_champanheta,1992,0
tintas_colecoes,1992,0
tintas_concord,1992,14188621
tintas_concordclone30,1992,0
tintas_couderc,1992,6545413
tintas_cynthiana_1,1992,321747
tintas_herbemont,1992,29784144
tintas_iac138022,1992,0
tintas_isabel,1992,164527740
tintas_isabelprecoce,1992,0
tintas_jacquez,1992,1586195
tintas_kyoko,1992,0
tintas_landot,1992,1472
tintas_mistura_de_uvas_americanas_tinto,1992,0
tintas_oberlin,1992,0
tintas_othello,1992,37109
tintas_paco,1992,0
tintas_patricia,1992,0
tintas_seibel,1992,13785350
tintas_seibel2_seibeleto,1992,0
tintas_seyvewillard_tinta,1992,0
tintas_vênus,1992,0
brancaserosadas,1992,19198967
brancaserosadas_baco,1992,1262
brancaserosadas_bokay,1992,0
brancaserosadas_brsclara,1992,0
brancaserosadas_brslorena,1992,0
brancaserosadas_couderc13,1992,3007751
brancaserosadas_delaware,1992,0
brancaserosadas_donazilla,1992,0
brancaserosadas_dutchess,1992,0
brancaserosadas_goethe,1992,74765
brancaserosadas_iac,1992,0
brancaserosadas_juliana,1992,0
brancaserosadas_martha,1992,2100
brancaserosadas_mistura_de_uvas_americanas,1992,0
brancaserosadas_moscatoembrapa,1992,0
brancaserosadas_niagara,1992,12657729
brancaserosadas_niagarabranca,1992,0
brancaserosadas_niagararosada,1992,388417
brancaserosadas_poloske,1992,0
brancaserosadas_selecoes,1992,0
brancaserosadas_seyvevillard,1992,3066943
brancaserosadas_seyvevillard5276,1992,0
brancaserosadas_seyvevillard12375,1992,0
brancaserosadas_tardiadecaxias,1992,0
brancaserosadas_outras,1992,0
tintas,1993,258584904
tintas_bacarina,1993,0
tintas_bailey,1993,0
tintas_bordo,1993,31680138
tintas_bourdin_s,1993,0
tintas_brscarmen,1993,0
tintas_brscora,1993,0
tintas_brs_magna,1993,0
tintas_brs_margot,1993,0
tintas_brsmorena,1993,0
tintas_brs_rubea,1993,0
tintas_brsvioleta,1993,0
tintas_brs_vitoria,1993,0
tintas_champagnon_champanheta,1993,0
tintas_colecoes,1993,0
tintas_concord,1993,19215089
tintas_concordclone30,1993,0
tintas_couderc,1993,7880808
tintas_cynthiana_1,1993,394647
tintas_herbemont,1993,25696041
tintas_iac138022,1993,0
tintas_isabel,1993,160040350
tintas_isabelprecoce,1993,0
tintas_jacquez,1993,1511782
tintas_kyoko,1993,0
tintas_landot,1993,575
tintas_mistura_de_uvas_americanas_tinto,1993,0
tintas_oberlin,1993,0
tintas_othello,1993,65870
tintas_paco,1993,0
tintas_patricia,1993,0
tintas_seibel,1993,12099604
tintas_seibel2_seibeleto,1993,0
tintas_seyvewillard_tinta,1993,0
tintas_vênus,1993,0
brancaserosadas,1993,28443405
brancaserosadas_baco,1993,0
brancaserosadas_bokay,1993,0
brancaserosadas_brsclara,1993,0
brancaserosadas_brslorena,1993,0
brancaserosadas_couderc13,1993,2841307
brancaserosadas_delaware,1993,0
brancaserosadas_donazilla,1993,0
brancaserosadas_dutchess,1993,0
brancaserosadas_goethe,1993,76160
brancaserosadas_iac,1993,0
brancaserosadas_juliana,1993,0
brancaserosadas_martha,1993,0
brancaserosadas_mistura_de_uvas_americanas,1993,0
brancaserosadas_moscatoembrapa,1993,0
brancaserosadas_niagara,1993,21246181
brancaserosadas_niagarabranca,1993,0
brancaserosadas_niagararosada,1993,919565
brancaserosadas_poloske,1993,0
brancaserosadas_selecoes,1993,0
brancaserosadas_seyvevillard,1993,3360192
brancaserosadas_seyvevillard5276,1993,0
brancaserosadas_seyvevillard12375,1993,0
brancaserosadas_tardiadecaxias,1993,0
brancaserosadas_outras,1993,0
tintas,1994,298954232
tintas_bacarina,1994,0
tintas_bailey,1994,0
tintas_bordo,1994,35680856
tintas_bourdin_s,1994,78952
tintas_brscarmen,1994,0
tintas_brscora,1994,0
tintas_brs_magna,1994,0
tintas_brs_margot,1994,0
tintas_brsmorena,1994,0
tintas_brs_rubea,1994,0
tintas_brsvioleta,1994,0
tintas_brs_vitoria,1994,0
tintas_champagnon_champanheta,1994,0
tintas_colecoes,1994,0
tintas_concord,1994,21325339
tintas_concordclone30,1994,0
tintas_couderc,1994,10306977
tintas_cynthiana_1,1994,304456
tintas_herbemont,1994,29001540
tintas_iac138022,1994,508580
tintas_isabel,1994,176725596
tintas_isabelprecoce,1994,0
tintas_jacquez,1994,4133466
tintas_kyoko,1994,0
tintas_landot,1994,1760
tintas_mistura_de_uvas_americanas_tinto,1994,0
tintas_oberlin,1994,62
tintas_othello,1994,70019
tintas_paco,1994,0
tintas_patricia,1994,0
tintas_seibel,1994,20816629
tintas_seibel2_seibeleto,1994,0
tintas_seyvewillard_tinta,1994,0
tintas_vênus,1994,0
brancaserosadas,1994,29216963
brancaserosadas_baco,1994,1952
brancaserosadas_bokay,1994,0
brancaserosadas_brsclara,1994,0
brancaserosadas_brslorena,1994,0
brancaserosadas_couderc13,1994,2341773
brancaserosadas_delaware,1994,0
brancaserosadas_donazilla,1994,0
brancaserosadas_dutchess,1994,0
brancaserosadas_goethe,1994,361587
brancaserosadas_iac,1994,0
brancaserosadas_juliana,1994,0
brancaserosadas_martha,1994,0
brancaserosadas_mistura_de_uvas_americanas,1994,0
brancaserosadas_moscatoembrapa,1994,0
brancaserosadas_niagara,1994,21892480
brancaserosadas_niagarabranca,1994,94323
brancaserosadas_niagararosada,1994,1552087
brancaserosadas_poloske,1994,0
brancaserosadas_selecoes,1994,0
brancaserosadas_seyvevillard,1994,2818418
brancaserosadas_seyvevillard5276,1994,0
brancaserosadas_seyvevillard12375,1994,154343
brancaserosadas_tardiadecaxias,1994,0
brancaserosadas_outras,1994,0
tintas,1995,313953430
tintas_bacarina,1995,0
tintas_bailey,1995,0
tintas_bordo,1995,36409536
tintas_bourdin_s,1995,0
tintas_brscarmen,1995,0
tintas_brscora,1995,0
tintas_brs_magna,1995,0
tintas_brs_margot,1995,0
tintas_brsmorena,1995,0
tintas_brs_rubea,1995,0
tintas_brsvioleta,1995,0
tintas_brs_vitoria,1995,0
tintas_champagnon_champanheta,1995,0
tintas_colecoes,1995,0
tintas_concord,1995,19710821
tintas_concordclone30,1995,0
tintas_couderc,1995,8015634
tintas_cynthiana_1,1995,368619
tintas_herbemont,1995,31362294
tintas_iac138022,1995,0
tintas_isabel,1995,199803720
tintas_isabelprecoce,1995,0
tintas_jacquez,1995,1662439
tintas_kyoko,1995,0
tintas_landot,1995,935
tintas_mistura_de_uvas_americanas_tinto,1995,0
tintas_oberlin,1995,0
tintas_othello,1995,43847
tintas_paco,1995,0
tintas_patricia,1995,0
tintas_seibel,1995,16575585
tintas_seibel2_seibeleto,1995,0
tintas_seyvewillard_tinta,1995,0
tintas_vênus,1995,0
brancaserosadas,1995,30114221
brancaserosadas_baco,1995,1048
brancaserosadas_bokay,1995,0
brancaserosadas_brsclara,1995,0
brancaserosadas_brslorena,1995,0
brancaserosadas_couderc13,1995,3376162
brancaserosadas_delaware,1995,0
brancaserosadas_donazilla,1995,0
brancaserosadas_dutchess,1995,0
brancaserosadas_goethe,1995,47140
brancaserosadas_iac,1995,0
brancaserosadas_juliana,1995,0
brancaserosadas_martha,1995,4454
brancaserosadas_mistura_de_uvas_americanas,1995,0
brancaserosadas_moscatoembrapa,1995,0
brancaserosadas_niagara,1995,22138607
brancaserosadas_niagarabranca,1995,0
brancaserosadas_niagararosada,1995,1454485
brancaserosadas_poloske,1995,0
brancaserosadas_selecoes,1995,0
brancaserosadas_seyvevillard,1995,3092325
brancaserosadas_seyvevillard5276,1995,0
brancaserosadas_seyvevillard12375,1995,0
brancaserosadas_tardiadecaxias,1995,0
brancaserosadas_outras,1995,0
tintas,1996,231499856
tintas_bacarina,1996,0
tintas_bailey,1996,0
tintas_bordo,1996,31280138
tintas_bourdin_s,1996,0
tintas_brscarmen,1996,0
tintas_brscora,1996,0
tintas_brs_magna,1996,0
tintas_brs_margot,1996,0
tintas_brsmorena,1996,0
tintas_brs_rubea,1996,0
tintas_brsvioleta,1996,0
tintas_brs_vitoria,1996,0
tintas_champagnon_champanheta,1996,0
tintas_colecoes,1996,0
tintas_concord,1996,16894753
tintas_concordclone30,1996,0
tintas_couderc,1996,8736532
tintas_cynthiana_1,1996,415262
tintas_herbemont,1996,21055147
tintas_iac138022,1996,0
tintas_isabel,1996,137107664
tintas_isabelprecoce,1996,0
tintas_jacquez,1996,1817283
tintas_kyoko,1996,0
tintas_landot,1996,0
tintas_mistura_de_uvas_americanas_tinto,1996,0
tintas_oberlin,1996,0
tintas_othello,1996,25953
tintas_paco,1996,0
tintas_patricia,1996,0
tintas_seibel,1996,14167124
tintas_seibel2_seibeleto,1996,0
tintas_seyvewillard_tinta,1996,0
tintas_vênus,1996,0
brancaserosadas,1996,21299828
brancaserosadas_baco,1996,1482
brancaserosadas_bokay,1996,0
brancaserosadas_brsclara,1996,0
brancaserosadas_brslorena,1996,0
brancaserosadas_couderc13,1996,2627423
brancaserosadas_delaware,1996,0
brancaserosadas_donazilla,1996,0
brancaserosadas_dutchess,1996,0
brancaserosadas_goethe,1996,341189
brancaserosadas_iac,1996,0
brancaserosadas_juliana,1996,0
brancaserosadas_martha,1996,995
brancaserosadas_mistura_de_uvas_americanas,1996,0
brancaserosadas_moscatoembrapa,1996,0
brancaserosadas_niagara,1996,14560449
brancaserosadas_niagarabranca,1996,15406
brancaserosadas_niagararosada,1996,1391996
brancaserosadas_poloske,1996,0
brancaserosadas_selecoes,1996,0
brancaserosadas_seyvevillard,1996,2311312
brancaserosadas_seyvevillard5276,1996,0
brancaserosadas_seyvevillard12375,1996,0
brancaserosadas_tardiadecaxias,1996,0
brancaserosadas_outras,1996,49576
tintas,1997,276583456
tintas_bacarina,1997,0
tintas_bailey,1997,0
tintas_bordo,1997,32904803
tintas_bourdin_s,1997,0
tintas_brscarmen,1997,0
tintas_brscora,1997,0
tintas_brs_magna,1997,0
tintas_brs_margot,1997,0
tintas_brsmorena,1997,0
tintas_brs_rubea,1997,0
tintas_brsvioleta,1997,0
tintas_brs_vitoria,1997,0
tintas_champagnon_champanheta,1997,0
tintas_colecoes,1997,0
tintas_concord,1997,25314872
tintas_concordclone30,1997,0
tintas_couderc,1997,10236308
tintas_cynthiana_1,1997,470750
tintas_herbemont,1997,24288342
tintas_iac138022,1997,0
tintas_isabel,1997,162509173
tintas_isabelprecoce,1997,0
tintas_jacquez,1997,1913297
tintas_kyoko,1997,0
tintas_landot,1997,0
tintas_mistura_de_uvas_americanas_tinto,1997,0
tintas_oberlin,1997,0
tintas_othello,1997,31225
tintas_paco,1997,0
tintas_patricia,1997,0
tintas_seibel,1997,18914686
tintas_seibel2_seibeleto,1997,0
tintas_seyvewillard_tinta,1997,0
tintas_vênus,1997,0
brancaserosadas,1997,42990852
brancaserosadas_baco,1997,1030
brancaserosadas_bokay,1997,0
brancaserosadas_brsclara,1997,0
brancaserosadas_brslorena,1997,0
brancaserosadas_couderc13,1997,3702369
brancaserosadas_delaware,1997,0
brancaserosadas_donazilla,1997,0
brancaserosadas_dutchess,1997,0
